0.0,1715094628988,0.9749937653541565
1.0,1715094631905,0.9650851488113403
2.0,1715094634719,0.9547446966171265
3.0,1715094637582,0.9437721967697144
4.0,1715094640373,0.9329103231430054
5.0,1715094643833,0.9228824973106384
6.0,1715094647192,0.9138888716697693
7.0,1715094650253,0.905880331993103
8.0,1715094653458,0.8988206386566162
9.0,1715094656371,0.8925720453262329
10.0,1715094660318,0.8869654536247253
11.0,1715094685403,0.8818657994270325
12.0,1715094688421,0.8771207332611084
13.0,1715094691369,0.872583270072937
14.0,1715094694621,0.8681325912475586
15.0,1715094697853,0.8636507987976074
16.0,1715094700823,0.859025239944458
17.0,1715094703984,0.8541766405105591
18.0,1715094706841,0.8491085767745972
19.0,1715094709757,0.8439202904701233
20.0,1715094712706,0.8387435078620911
21.0,1715094735609,0.8336702585220337
22.0,1715094738767,0.8287290930747986
23.0,1715094741783,0.8239063620567322
24.0,1715094744678,0.8191702365875244
25.0,1715094747903,0.8144904971122742
26.0,1715094751342,0.8098514676094055
27.0,1715094754400,0.8052595853805542
28.0,1715094757490,0.8007378578186035
29.0,1715094760500,0.7963166236877441
