0.0,1715094072301,0.9952652454376221
1.0,1715094076132,0.989189863204956
2.0,1715094080040,0.983731746673584
3.0,1715094083198,0.9786382913589478
4.0,1715094087062,0.9740532636642456
5.0,1715094089981,0.9699687957763672
6.0,1715094093031,0.9662377238273621
7.0,1715094095929,0.9628907442092896
8.0,1715094098815,0.9599434733390808
9.0,1715094101699,0.9571300745010376
10.0,1715094104554,0.954282283782959
11.0,1715094128190,0.9514256119728088
12.0,1715094131132,0.9486706256866455
13.0,1715094133995,0.9460806846618652
14.0,1715094136870,0.94361412525177
15.0,1715094139786,0.9411922693252563
16.0,1715094142777,0.938772976398468
17.0,1715094145764,0.9363256692886353
18.0,1715094148700,0.9338392019271851
19.0,1715094151832,0.9313547611236572
20.0,1715094155371,0.9289324879646301
21.0,1715094177674,0.926598310470581
23.0,1715094297256,0.9243441820144653
24.0,1715094300967,0.9221527576446533
25.0,1715094303917,0.9200102090835571
26.0,1715094306880,0.9179102778434753
27.0,1715094310234,0.9158536791801453
28.0,1715094313028,0.913843035697937
29.0,1715094315885,0.9118750691413879
30.0,1715094318745,0.909937858581543
